El Dorado Airport,6.733333111,-61.58333206,318,SA,VE,VE-F,Bolivar,SVED,EOR,
El Eden Airport,4.45278,-75.7664,3990,SA,CO,CO-QUI,Armenia,SKAR,AXM,AXM
El Embrujo Airport,13.3569,-81.3583,10,SA,CO,CO-SAP,Providencia,SKPV,PVA,PVA
El Fasher Airport,13.61489964,25.32460022,2393,AF,SD,SD-02,El Fasher,HSFS,ELF,
El Golea Airport,30.57130051,2.859590054,1306,AF,DZ,DZ-47,,DAUE,ELG,
El Gora Airport,31.06900024,34.12919998,324,AS,EG,EG-SIN,,HEGR,EGH,
El Lencero Airport,19.47509956,-96.79750061,3127,NA,MX,MX-VER,Xalapa,MMJA,JAL,
El Libertador Airbase,10.18337536,-67.55731964,1450,SA,VE,VE-D,,SVBL,,ELR
El Loa Airport,-22.49819946,-68.9036026,7543,SA,CL,CL-AN,Calama,SCCF,CJC,
El Nouzha Airport,31.18390083,29.94890022,-6,AF,EG,EG-ALX,Alexandria,HEAX,ALY,
El Obeid Airport,13.15320015,30.23270035,1927,AF,SD,SD-09,Al-Ubayyid,HSOB,EBD,
El Palomar Airport,-34.6099,-58.6126,59,SA,AR,AR-B,El Palomar,SADP,EPA,PAL
El Paso International Airport,31.80719948,-106.3779984,3959,NA,US,US-TX,El Paso,KELP,ELP,ELP
El Plumerillo Airport,-32.83169937,-68.79290009,2310,SA,AR,AR-M,Mendoza,SAME,MDZ,DOZ
El Salvador International Airport,13.44089985,-89.05570221,101,NA,SV,SV-PA,Santa Clara,MSLP,SAL,
El Tajín National Airport,20.60269928,-97.46080017,497,NA,MX,MX-VER,Poza Rica,MMPA,PAZ,
El Tehuelche Airport,-42.7592,-65.1027,427,SA,AR,AR-U,Puerto Madryn,SAVY,PMY,DRY
El Tepual Airport,-41.43889999,-73.09400177,294,SA,CL,CL-LL,Puerto Montt,SCTE,PMC,
El Trompillo Airport,-17.81159973,-63.17150116,1371,SA,BO,BO-S,Santa Cruz,SLET,SRZ,
El Yopal Airport,5.31911,-72.384,1028,SA,CO,CO-CAS,El Yopal,SKYP,EYP,EYP
Elazığ Airport,38.60689926,39.29140091,2927,AS,TR,TR-23,Elazığ,LTCA,EZS,
Elcho Island Airport,-12.01939964,135.5709991,101,OC,AU,AU-NT,Elcho Island,YELD,ELC,
Eldoret International Airport,0.404457986,35.23889923,6941,AF,KE,KE-700,Eldoret,HKEL,EDL,
Elefsis Airport,38.06380081,23.55599976,143,EU,GR,GR-A1,Elefsina,LGEL,,
Elista Airport,46.37390137,44.33089828,501,EU,RU,RU-KL,Elista,URWI,ESL,
Elizabeth City Regional Airport & Coast Guard Air Station,36.26060104,-76.17459869,12,NA,US,US-NC,Elizabeth City,KECG,ECG,ECG
Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,1987,NA,US,US-WV,Elkins,KEKN,EKN,EKN
Elko Regional Airport,40.82490158,-115.7919998,5140,NA,US,US-NV,Elko,KEKO,EKO,EKO
Ellington Airport,29.6072998,-95.15879822,32,NA,US,US-TX,Houston,KEFD,EFD,EFD
Elliot Lake Municipal Airport,46.35139847,-82.56140137,1087,NA,CA,CA-ON,Elliot Lake,CYEL,YEL,
Ellsworth Air Force Base,44.14500046,-103.1039963,3276,NA,US,US-SD,Rapid City,KRCA,,RCA
Elmendorf Air Force Base,61.25099945,-149.8070068,212,NA,US,US-AK,Anchorage,PAED,EDF,EDF
Elmira Corning Regional Airport,42.15990067,-76.89160156,954,NA,US,US-NY,Elmira/Corning,KELM,ELM,ELM
Elorza Airport,7.083333015,-69.53333282,295,SA,VE,VE-C,,SVEZ,EOZ,
Eloy Alfaro International Airport,-0.946078002,-80.67880249,48,SA,EC,EC-M,Manta,SEMT,MEC,
Ely Airport Yelland Field,39.29970169,-114.8420029,6259,NA,US,US-NV,Ely,KELY,ELY,ELY
Ely Municipal Airport,47.82450104,-91.83070374,1456,NA,US,US-MN,Ely,KELO,LYU,ELO
Emerald Airport,-23.56749916,148.1790009,624,OC,AU,AU-QLD,Emerald,YEML,EMD,
Emmen Airport,47.0923996,8.305120468,1400,EU,CH,CH-LU,,LSME,,
Emmonak Airport,62.78609848,-164.4909973,13,NA,US,US-AK,Emmonak,PAEM,EMK,ENM
Engels Air Base,51.48049927,46.21500015,121,EU,RU,RU-SAR,Saratov,,,
Enontekio Airport,68.36260223,23.42429924,1005,EU,FI,FI-LL,Enontekio,EFET,ENF,
Enrique Adolfo Jimenez Airport,9.356639862,-79.86740112,25,NA,PA,PA-3,Colón,MPEJ,ONX,
Enrique Malek International Airport,8.390999794,-82.43499756,89,NA,PA,PA-4,David,MPDA,DAV,
Enrique Olaya Herrera Airport,6.220549,-75.590582,4949,SA,CO,CO-ANT,Medellín,SKMD,EOH,EOH
Entebbe International Airport,0.042385999,32.44350052,3782,AF,UG,UG-102,Kampala,HUEN,EBB,
Eppley Airfield,41.30319977,-95.89409637,984,NA,US,US-NE,Omaha,KOMA,OMA,OMA
Erbil International Airport,36.23759842,43.96319962,1341,AS,IQ,IQ-AR,Arbil,ORER,EBL,
Ercan International Airport,35.15470123,33.49610138,404,AS,CY,CY-02,Nicosia,LCEN,ECN,
Erding Airport,48.32229996,11.94869995,1515,EU,DE,DE-BY,,ETSE,,
Erebuni Airport,40.12210083,44.46500015,2948,AS,AM,AM-ER,Yerevan,UDYE,,
Erenhot Saiwusu International Airport,43.4225,112.0966667,3301,AS,CN,CN-15,"Erenhot,",ZBER,ERL,
Erfurt Airport,50.97980118,10.95810032,1036,EU,DE,DE-TH,Erfurt,EDDE,ERF,
Ermelo Airport,-26.49559975,29.97979927,5700,AF,ZA,ZA-MP,Ermelo,FAEO,,
Ernest A. Love Field,34.65449905,-112.4199982,5045,NA,US,US-AZ,Prescott,KPRC,PRC,PRC
Ernesto Cortissoz International Airport,10.8896,-74.7808,98,SA,CO,CO-ATL,Barranquilla,SKBQ,BAQ,BAQ
Eros Airport,-22.61219978,17.08040047,5575,AF,NA,NA-KH,Windhoek,FYWE,ERS,
Erzincan Airport,39.71020126,39.52700043,3783,AS,TR,TR-24,Erzincan,LTCD,ERC,
Es Senia Airport,35.62390137,-0.621182978,295,AF,DZ,DZ-31,Oran,DAOO,ORN,
Esbjerg Airport,55.52590179,8.55340004,97,EU,DK,DK-83,Esbjerg,EKEB,EBJ,
Escuela Mariscal Sucre Airport,10.24997807,-67.64942169,1338,SA,VE,VE-D,Maracay,SVBS,MYC,
Esfahan Shahid Beheshti International Airport,32.75080109,51.86130142,5059,AS,IR,IR-04,Isfahan,OIFM,IFN,
Eskilstuna Airport,59.35110092,16.70840073,139,EU,SE,SE-D,Eskilstuna,ESSU,EKT,
Eskişehir Air Base,39.78409958,30.58209991,2581,AS,TR,TR-26,,LTBI,ESK,
Esler Regional Airport,31.39489937,-92.29579926,112,NA,US,US-LA,Alexandria,KESF,ESF,ESF
Esperance Airport,-33.68439865,121.822998,470,OC,AU,AU-WA,,YESP,EPR,
Estevan Airport,49.21030045,-102.9660034,1905,NA,CA,CA-SK,Estevan,CYEN,YEN,
Etimesgut Air Base,39.94979858,32.68859863,2653,AS,TR,TR-06,Ankara,LTAD,ANK,
Eugenio Maria De Hostos Airport,18.25569916,-67.14849854,28,NA,PR,PR-U-A,Mayaguez,TJMZ,MAZ,MAZ
Eurico de Aguiar Salles Airport,-20.25805664,-40.2863884,11,SA,BR,BR-ES,Vitória,SBVT,VIX,
Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,NA,US,US-WY,Evanston,KEVW,EVW,EVW
Evansville Regional Airport,38.03699875,-87.53240204,418,NA,US,US-IN,Evansville,KEVV,EVV,EVV
Evelio Javier Airport,10.76599979,121.9329987,23,AS,PH,PH-ANT,San Jose,RPVS,EUQ,
Exuma International Airport,23.56259918,-75.87799835,9,NA,BS,BS-EX,George Town,MYEF,GGT,
F. D. Roosevelt Airport,17.49650002,-62.97940063,129,NA,BQ,BQ-U-A,Sint Eustatius,TNCE,EUX,
Faa'a International Airport,-17.55369949,-149.6069946,5,OC,PF,PF-U-A,Papeete,NTAA,PPT,
Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,680,SA,CO,CO-VAU,Mitú,SKMU,MVP,MVP
Fair Isle Airport,59.53580093,-1.628059983,223,EU,GB,GB-SCT,Fair Isle,EGEF,FIE,
Faisal Air Base,24.87420082,67.11849976,29,AS,PK,PK-SD,Karachi,OPSF,,
Faisalabad International Airport,31.36499977,72.99479675,591,AS,PK,PK-PB,Faisalabad,OPFA,LYP,
Fakarava Airport,-16.05410004,-145.6569977,13,OC,PF,PF-U-A,,NTGF,FAV,
Fakfak Airport,-2.920190096,132.2669983,462,AS,ID,ID-IJ,Fakfak-Papua Island,WASF,FKQ,
Faleolo International Airport,-13.82999992,-172.0079956,58,OC,WS,WS-AA,Apia,NSFA,APW,
Fallon Naval Air Station,39.41659927,-118.7009964,3934,NA,US,US-NV,Fallon,KNFL,,NFL
Falls International Airport,48.56620026,-93.40309906,1185,NA,US,US-MN,International Falls,KINL,INL,INL
Fangatau Airport,-15.81989956,-140.8869934,9,OC,PF,PF-U-A,,NTGB,FGU,
Faranah Airport,10.03549957,-10.76980019,1476,AF,GN,GN-FA,,GUFH,FAA,
Farfan Airport,4.08836,-76.2351,3132,SA,CO,CO-VAC,Tuluá,SKUL,ULQ,ULQ
Farkhor Air Base,37.46979904,69.38079834,1450,AS,TJ,TJ-KT,Parkhar,,,
Farnborough Airport,51.2757988,-0.776332974,238,EU,GB,GB-ENG,Farnborough,EGLF,FAB,
Faro Airport,62.20750046,-133.3760071,2351,NA,CA,CA-YT,Faro,CZFA,ZFA,
Fasa Airport,28.89179993,53.72330093,4261,AS,IR,IR-14,Fasa,OISF,FAZ,
Fascene Airport,-13.31210041,48.31480026,36,AF,MG,MG-D,Nosy Be,FMNN,NOS,
Fassberg Airport,52.91939926,10.19750023,245,EU,DE,DE-NI,,ETHS,,
Faya Largeau Airport,17.91710091,19.11109924,771,AF,TD,TD-BET,,FTTY,FYT,
Fayetteville Regional Grannis Field,34.99119949,-78.88030243,189,NA,US,US-NC,Fayetteville,KFAY,FAY,FAY
Federico Fellini International Airport,44.02030182,12.61170006,40,EU,IT,IT-45,Rimini,LIPR,RMI,
Federico Garcia Lorca Airport,37.18870163,-3.777359962,1860,EU,ES,ES-AN,Granada,LEGR,GRX,
Fedotovo Naval Air Base,59.18830109,39.12329865,574,EU,RU,RU-VLG,Kipelovo,XLWF,,
Feidong Air Base,31.90940094,117.6589966,,AS,CN,CN-34,,,,
Felker Army Air Field,37.13249969,-76.6088028,12,NA,US,US-VA,Fort Eustis,KFAF,FAF,FAF
Felts Field,47.68280029,-117.322998,1953,NA,US,US-WA,Spokane,KSFF,,SFF
Fengning Air Base,41.26079941,116.6179962,,AS,CN,CN-13,,,,
Fernando Luis Ribas Dominicci Airport,18.45680046,-66.09809875,10,NA,PR,PR-U-A,San Juan,TJIG,SIG,SIG
Fernando de Noronha Airport,-3.854929924,-32.4233017,193,SA,BR,BR-PE,Fernando De Noronha,SBFN,FEN,
Feteşti Air Base,44.39229965,27.72669983,180,EU,RO,RO-IL,Feteşti,LR80,,LR80
Fianarantsoa Airport,-21.4416008,47.11169815,3658,AF,MG,MG-F,,FMSF,WFI,
Ficksburg Sentraoes Airport,-28.82309914,27.90889931,5315,AF,ZA,ZA-FS,Ficksburg,FAFB,FCB,
Figari Sud-Corse Airport,41.50059891,9.097780228,87,EU,FR,FR-H,Figari Sud-Corse,LFKF,FSC,
Filippos Airport,40.28609848,21.84079933,2059,EU,GR,GR-58,Kozani,LGKZ,KZI,
Findlay Airport,41.01350021,-83.66870117,813,NA,US,US-OH,Findlay,KFDY,FDY,FDY
Fitiuta Airport,-14.21720028,-169.4250031,110,OC,AS,AS-U-A,Fitiuta Village,NSFQ,FTI,FAQ
Fitzroy Crossing Airport,-18.18190002,125.5589981,368,OC,AU,AU-WA,,YFTZ,FIZ,
Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014,NA,US,US-AZ,Flagstaff,KFLG,FLG,FLG
Flamingo International Airport,12.13099957,-68.26850128,20,NA,BQ,BQ-U-A,Kralendijk,TNCB,BON,
Flin Flon Airport,54.67810059,-101.6819992,997,NA,CA,CA-MB,Flin Flon,CYFO,YFO,
Florence Regional Airport,34.1853981,-79.72389984,146,NA,US,US-SC,Florence,KFLO,FLO,FLO
Florennes Air Base,50.24330139,4.645830154,935,EU,BE,BE-WNA,Florennes,EBFS,,
Flores Airport,39.45529938,-31.13139915,112,EU,PT,PT-20,Santa Cruz das Flores,LPFL,FLW,
Florø Airport,61.58359909,5.024720192,37,EU,NO,NO-14,Florø,ENFL,FRO,
Floyd Bennett Memorial Airport,43.34120178,-73.61029816,328,NA,US,US-NY,Glens Falls,KGFL,GFL,GFL
Foluo Northeast Air Base,18.69219971,109.1610031,,AS,CN,CN-46,,,,
Fond-Du-Lac Airport,59.33440018,-107.1819992,814,NA,CA,CA-SK,Fond-Du-Lac,CZFD,ZFD,
Forbes Airport,-33.36360168,147.9349976,760,OC,AU,AU-NSW,"Forbes,",YFBS,FRB,
Forestville Airport,48.74610138,-69.09719849,293,NA,CA,CA-QC,Forestville,CYFE,YFE,
Forlì Airport,44.19480133,12.07009983,97,EU,IT,IT-45,Forlì,LIPK,FRL,
Formosa Airport,-26.2127,-58.2281,193,SA,AR,AR-P,Formosa,SARF,FMA,FSA
Forrest Airport,-30.83810043,128.1150055,511,OC,AU,AU-WA,,YFRT,FOS,
Fort Albany Airport,52.20140076,-81.69689941,48,NA,CA,CA-ON,Fort Albany,CYFA,YFA,
Fort Chipewyan Airport,58.76720047,-111.1169968,761,NA,CA,CA-AB,Fort Chipewyan,CYPY,YPY,
Fort Dodge Regional Airport,42.55149841,-94.19259644,1156,NA,US,US-IA,Fort Dodge,KFOD,FOD,FOD
Fort Frances Municipal Airport,48.65420151,-93.43969727,1125,NA,CA,CA-ON,Fort Frances,CYAG,YAG,
Fort Good Hope Airport,66.24079895,-128.651001,268,NA,CA,CA-NT,Fort Good Hope,CYGH,YGH,
Fort Hope Airport,51.56190109,-87.90779877,899,NA,CA,CA-ON,Fort Hope,CYFH,YFH,
Fort Lauderdale Executive Airport,26.19729996,-80.17070007,13,NA,US,US-FL,Fort Lauderdale,KFXE,FXE,FXE
Fort Liard Airport,60.2358017,-123.4690018,708,NA,CA,CA-NT,Fort Liard,CYJF,YJF,
Fort McMurray Airport,56.65330124,-111.2220001,1211,NA,CA,CA-AB,Fort McMurray,CYMM,YMM,
Fort Mcpherson Airport,67.40750122,-134.8609924,116,NA,CA,CA-NT,Fort Mcpherson,CZFM,ZFM,
Fort Nelson Airport,58.83639908,-122.5970001,1253,NA,CA,CA-BC,Fort Nelson,CYYE,YYE,
Fort Resolution Airport,61.18080139,-113.6900024,526,NA,CA,CA-NT,Fort Resolution,CYFR,YFR,
Fort Severn Airport,56.01890182,-87.67610168,48,NA,CA,CA-ON,Fort Severn,CYER,YER,
Fort Simpson Airport,61.7602005,-121.2369995,555,NA,CA,CA-NT,Fort Simpson,CYFS,YFS,
Fort Smith Airport,60.02030182,-111.961998,671,NA,CA,CA-NT,Fort Smith,CYSM,YSM,
Fort St John Airport,56.23809814,-120.7399979,2280,NA,CA,CA-BC,Fort St.John,CYXJ,YXJ,
Fort Stockton Pecos County Airport,30.91570091,-102.9160004,3011,NA,US,US-TX,Fort Stockton,KFST,FST,FST
Fort Yukon Airport,66.57150269,-145.25,433,NA,US,US-AK,Fort Yukon,PFYU,FYU,FYU
Foshan Shadi Airport,23.08329964,113.0699997,6,AS,CN,CN-44,Foshan,ZGFS,FUO,
Foumban Nkounja Airport,5.636919975,10.75080013,3963,AF,CM,CM-OU,Foumban,FKKM,FOM,
Four Corners Regional Airport,36.74119949,-108.2300034,5506,NA,US,US-NM,Farmington,KFMN,FMN,FMN
Francisco B. Reyes Airport,12.12150002,120.0999985,148,AS,PH,PH-PLW,Coron,RPVV,USU,
Francisco Carle Airport,-11.78310013,-75.4733963,11034,SA,PE,PE-JUN,Jauja,SPJJ,JAU,
Francisco De Orellana Airport,-0.462886006,-76.98680115,834,SA,EC,EC-D,Coca,SECO,OCC,
Francisco Sarabia International Airport,25.56830025,-103.4110031,3688,NA,MX,MX-COA,Torreón,MMTC,TRC,
Francisco de Assis Airport,-21.79150009,-43.38679886,2989,SA,BR,BR-MG,Juiz De Fora,SBJF,JDF,
Francisco de Miranda Airport,10.48503304,-66.84351349,2739,SA,VE,VE-M,La Carlota,SVFM,,
Francistown Airport,-21.1595993,27.47450066,3283,AF,BW,BW-NE,Francistown,FBFT,FRW,
Frank Pais International Airport,20.78560066,-76.31510162,361,NA,CU,CU-11,Holguin,MUHG,HOG,
Frank Wiley Field,46.4280014,-105.8860016,2630,NA,US,US-MT,Miles City,KMLS,MLS,MLS
Frankfurt-Egelsbach Airport,49.95999908,8.645833015,384,EU,DE,DE-HE,Egelsbach,EDFE,QEF,
Frankfurt-Hahn Airport,49.94869995,7.26388979,1649,EU,DE,DE-RP,Hahn,EDFH,HHN,
Frans Kaisiepo Airport,-1.190019965,136.1080017,46,AS,ID,ID-PA,Biak-Supiori Island,WABB,BIK,
Fredericton Airport,45.8689003,-66.53720093,68,NA,CA,CA-NB,Fredericton,CYFC,YFC,
Fresno Yosemite International Airport,36.77619934,-119.7180023,336,NA,US,US-CA,Fresno,KFAT,FAT,FAT
Fria Airport,10.35060024,-13.56919956,499,AF,GN,GN-FR,,GUFA,FIG,
Friedman Memorial Airport,43.50439835,-114.2959976,5318,NA,US,US-ID,Hailey,KSUN,SUN,SUN
Friedrichshafen Airport,47.67129898,9.511489868,1367,EU,DE,DE-BW,Friedrichshafen,EDNY,FDH,
Fritzlar Airport,51.1146,9.286,1345,EU,DE,DE-HE,Fritzlar,ETHF,FRZ,
Fua'amotu International Airport,-21.24119949,-175.1499939,126,OC,TO,TO-04,Nuku'alofa,NFTF,TBU,
Fuerteventura Airport,28.45269966,-13.86380005,85,EU,ES,ES-CN,Fuerteventura Island,GCFV,FUE,
Fujairah International Airport,25.11219978,56.32400131,152,AS,AE,AE-FU,,OMFJ,FJR,
Fukue Airport,32.66630173,128.8329926,273,AS,JP,JP-42,Goto,RJFE,FUJ,
Fukui Airport,36.14279938,136.223999,19,AS,JP,JP-18,,RJNF,FKJ,
Fukushima Airport,37.22740173,140.4309998,1221,AS,JP,JP-07,Sukagawa,RJSF,FKS,
Fulton County Airport Brown Field,33.77909851,-84.52140045,841,NA,US,US-GA,Atlanta,KFTY,FTY,FTY
Funafuti International Airport,-8.525,179.195999,,OC,TV,TV-FUN,Funafuti,NGFU,FUN,
Futenma Marine Corps Air Station,26.27429962,127.7559967,247,AS,JP,JP-47,,ROTM,,
Fuxin Air Base,42.07889938,121.6620026,,AS,CN,CN-21,,,,
Fuyang Xiguan Airport,32.882157,115.734364,104,AS,CN,CN-U-A,Fuyang,ZSFY,FUG,
Fuzhou Air Base,26.00440025,119.3119965,,AS,CN,CN-35,Fuzhou,,,
Fällfors Air Base,65.10759735,20.76110077,,EU,SE,SE-AC,Fällfors,ESUF,,
Färila Air Base,61.89799881,15.70530033,,EU,SE,SE-X,Färila,ESNF,,
Fürstenfeldbruck Airport,48.20555496,11.26694393,1703,EU,DE,DE-BY,Fürstenfeldbruck,ETSF,FEL,
Gabala International Airport,40.82666667,47.7125,935,AS,AZ,AZ-QAB,Gabala,UBBQ,GBB,
Gabrovnitsa Air Base,43.54430008,23.27249908,626,EU,BG,BG-12,Gabrovnitsa,LBMG,,
Gabès Matmata International Airport,33.87689972,10.10330009,26,AF,TN,TN-81,Gabès,DTTG,GAE,
Gachsaran Airport,30.33760071,50.82799912,2414,AS,IR,IR-18,Gachsaran,OIAH,GCH,
Gafsa Ksar International Airport,34.42200089,8.822500229,1060,AF,TN,TN-71,Gafsa,DTTF,GAF,
Gainesville Regional Airport,29.69009972,-82.27179718,152,NA,US,US-FL,Gainesville,KGNV,GNV,GNV
Gallatin Field,45.77750015,-111.1529999,4473,NA,US,US-MT,Bozeman,KBZN,BZN,BZN
Gallup Municipal Airport,35.51110077,-108.7890015,6472,NA,US,US-NM,Gallup,KGUP,GUP,GUP
Galway Airport,53.30020142,-8.941590309,81,EU,IE,IE-G,Galway,EICM,GWY,
Gambell Airport,63.76679993,-171.7330017,27,NA,US,US-AK,Gambell,PAGM,GAM,GAM
Gambella Airport,8.128760338,34.56309891,1614,AF,ET,ET-GA,Gambela,HAGM,GMB,
Gan International Airport,-0.69334197,73.1556015,6,AS,MV,MV-01,Gan,VRMG,GAN,
Gander International Airport,48.93690109,-54.56809998,496,NA,CA,CA-NL,Gander,CYQX,YQX,
Gandhinagar Airport,19.96369934,73.80760193,1959,AS,IN,IN-MM,Nashik,VANR,ISK,
Gangneung Airport,37.75360107,128.9440002,35,AS,KR,KR-42,Gangneung,RKNN,KAG,
Gangshan Air Force Base,22.78249931,120.2630005,34,AS,TW,TW-KHQ,Gangshan,RCAY,,
Ganja Airport,40.73770142,46.31760025,1083,AS,AZ,AZ-GA,Ganja,UBBG,KVD,
Gannan Xiahe Airport,34.8105,102.6447,10510,AS,CN,CN-62,Xiahe,ZLXH,GXH,
Gao Airport,16.24839973,-0.005456,870,AF,ML,ML-7,,GAGO,GAQ,
Gardabya Airport,31.06349945,16.59499931,267,AF,LY,LY-SR,Sirt,HLGD,SRX,
Garden City Regional Airport,37.92750168,-100.723999,2891,AF,US,US-KS,Garden City,KGCK,GCK,GCK
Garden Point Airport,-11.40250015,130.4219971,90,OC,AU,AU-NT,,YGPT,GPN,
Garfield County Regional Airport,39.52629852,-107.7269974,5548,NA,US,US-CO,Rifle,KRIL,,RIL
Garoua International Airport,9.335889816,13.37010002,794,AF,CM,CM-NO,Garoua,FKKR,GOU,
Gary Chicago International Airport,41.61629868,-87.41280365,591,NA,US,US-IN,Gary,KGYY,GYY,GYY
Gaspé (Michel-Pouliot) Airport,48.77529907,-64.47859955,112,NA,CA,CA-QC,Gaspé,CYGP,YGP,
Gassim Airport,26.30279922,43.7743988,2126,AS,SA,SA-05,,OEGS,ELQ,
Gaua Island Airport,-14.21809959,167.5870056,100,OC,VU,VU-TOB,Gaua Island,NVSQ,ZGU,
Gaya Airport,24.74430084,84.95120239,380,AS,IN,IN-BR,,VEGY,GAY,
Gazipaşa Airport,36.29921722,32.30059814,86,AS,TR,TR-07,Gazipaşa,LTFG,GZP,
Gbadolite Airport,4.253210068,20.97529984,1509,AF,CD,CD-EQ,,FZFD,BDT,
Geilenkirchen Airport,50.96080017,6.04241991,296,EU,DE,DE-NW,,ETNG,GKE,
Gelendzhik Airport,44.58209263,38.01248074,98,EU,RU,RU-KDA,Gelendzhik,URKG,GDZ,
Gelephu Airport,26.88456,90.46412,980,AS,BT,BT-31,Gelephu,VQGP,GLU,
Gemena Airport,3.235369921,19.77129936,1378,AF,CD,CD-EQ,Gemena,FZFK,GMA,
General Bartolome Salom International Airport,10.48050022,-68.07299805,32,SA,VE,VE-G,,SVPC,PBL,
General E. Mosconi Airport,-45.7853,-67.4655,189,SA,AR,AR-U,Comodoro Rivadavia,SAVC,CRD,CRV
General Enrique Mosconi Airport,-22.6196003,-63.79370117,1472,SA,AR,AR-A,Tartagal,SAST,TTG,TAR
General Francisco Bermúdez Airport,10.66001415,-63.2616806,33,SA,VE,VE-R,Carúpano,SVCP,CUP,
General Francisco J. Mujica International Airport,19.84989929,-101.0250015,6033,NA,MX,MX-MIC,Morelia,MMMM,MLM,
General Francisco Javier Mina International Airport,22.29640007,-97.86589813,80,NA,MX,MX-TAM,Tampico,MMTM,TAM,
General Guadalupe Victoria International Airport,24.12420082,-104.5279999,6104,NA,MX,MX-DUR,Durango,MMDO,DGO,
General Heriberto Jara International Airport,19.14590073,-96.18730164,90,NA,MX,MX-VER,Veracruz,MMVR,VER,
General Jose Antonio Anzoategui International Airport,10.10709953,-64.68920135,26,SA,VE,VE-B,Barcelona,SVBC,BLA,
General José María Yáñez International Airport,27.96899986,-110.9250031,59,NA,MX,MX-SON,Guaymas,MMGM,GYM,
General Leobardo C. Ruiz International Airport,22.89710045,-102.6869965,7141,NA,MX,MX-ZAC,Zacatecas,MMZC,ZCL,
General Lucio Blanco International Airport,26.00889969,-98.22850037,139,NA,MX,MX-TAM,Reynosa,MMRX,REX,
General Manuel Carlos Piar International Airport,8.28853035,-62.76039886,472,SA,VE,VE-F,Puerto Ordaz-Ciudad Guayana,SVPR,PZO,
General Manuel Serrano Airport,-3.268899918,-79.96160126,11,SA,EC,EC-O,Machala,SEMH,MCH,
General Mariano Matamoros Airport,18.83480072,-99.26129913,4277,NA,MX,MX-MOR,,MMCB,CVJ,
General Pedro Jose Mendez International Airport,23.70330048,-98.95649719,761,NA,MX,MX-TAM,Ciudad Victoria,MMCV,CVM,
General Pico Airport,-35.69620132,-63.75830078,459,SA,AR,AR-L,General Pico,SAZG,GPO,GPI
General Rafael Buelna International Airport,23.16139984,-106.2659988,38,NA,MX,MX-SIN,Mazatlán,MMMZ,MZT,
General Roberto Fierro Villalobos International Airport,28.70289993,-105.9649963,4462,NA,MX,MX-CHH,Chihuahua,MMCU,CUU,
General Rodolfo Sánchez Taboada International Airport,32.63059998,-115.2419968,74,NA,MX,MX-BCN,Mexicali,MMML,MXL,
General Santos International Airport,6.058000088,125.0960007,505,AS,PH,PH-SCO,General Santos,RPMR,GES,
General Servando Canales International Airport,25.76989937,-97.52529907,25,NA,MX,MX-TAM,Matamoros,MMMA,MAM,
General Ulpiano Paez Airport,-2.20498991,-80.98889923,18,SA,EC,EC-G,Salinas,SESA,SNC,
General Urquiza Airport,-31.7948,-60.4804,242,SA,AR,AR-E,Parana,SAAP,PRA,PAR
General WM J Fox Airfield,34.74110031,-118.2190018,2351,NA,US,US-CA,Lancaster,KWJF,WJF,WJF
George F. L. Charles Airport,14.0202,-60.992901,22,NA,LC,LC-02,Castries,TLPC,SLU,
George Town Airport,23.4666996,-75.78170013,5,NA,BS,BS-EX,George Town,MYEG,,
Gerald R. Ford International Airport,42.88079834,-85.52279663,794,NA,US,US-MI,Grand Rapids,KGRR,GRR,GRR
Geraldton Airport,-28.79610062,114.7070007,121,OC,AU,AU-WA,,YGEL,GET,
Geraldton Greenstone Regional Airport,49.77830124,-86.93939972,1144,NA,CA,CA-ON,Geraldton,CYGQ,YGQ,
Gerardo Tobar López Airport,3.81963,-76.9898,48,SA,CO,CO-VAC,Buenaventura,SKBU,BUN,BUN
German Olano Air Base,5.48361,-74.6574,566,SA,CO,CO-CUN,La Dorada,SKPQ,PAL,PQE
German Olano Airport,6.18472,-67.4932,177,SA,CO,CO-VID,Puerto Carreño,SKPC,PCR,PCR
Gerrard Smith International Airport,19.68700027,-79.88279724,8,NA,KY,KY-U-A,Cayman Brac,MWCB,CYB,
Getafe Air Base,40.29410172,-3.723829985,2031,EU,ES,ES-M,Getafe,LEGT,,
Geçitkale Air Base,35.23594666,33.72435761,146,AS,CY,CY-03,Geçitkale,,GEC,
Ghadames East Airport,30.15169907,9.715310097,1122,AF,LY,LY-NL,Ghadames,HLTD,LTD,
Ghale Morghi Airport,35.64479828,51.38069916,3627,AS,IR,IR-07,,OIIG,,
Ghat Airport,25.14559937,10.14260006,2296,AF,LY,LY-GT,Ghat,HLGT,GHT,
Ghedi Airport,45.43220139,10.2677002,333,EU,IT,IT-25,Ghedi,LIPL,,
Ghriss Airport,35.20769882,0.147141993,1686,AF,DZ,DZ-29,,DAOV,MUW,
Gia Lam Air Base,21.04050064,105.8860016,50,AS,VN,VN-15,Hanoi,VVGL,,
Gibraltar Airport,36.15119934,-5.34965992,15,EU,GI,GI-U-A,Gibraltar,LXGB,GIB,
Gifu Airport,35.39410019,136.8699951,128,AS,JP,JP-21,Gifu,RJNG,QGU,
